Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,P>2.5,P<2.5,Avg>2.5,Avg<2.5
Norway,Eliteserien,2024,21/08/2024,18:00,Bodo/Glimt,KFUM Oslo,0,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,22/08/2024,18:00,Molde,Bodo/Glimt,1,4,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,23/08/2024,18:00,Molde,Rosenborg,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,24/08/2024,18:00,Molde,Brann,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,25/08/2024,18:00,Molde,Viking,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,26/08/2024,18:00,Molde,Lillestrom,3,2,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,27/08/2024,18:00,Molde,Valerenga,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,28/08/2024,18:00,Molde,Sarpsborg 08,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,29/08/2024,18:00,Molde,Hamkam,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,30/08/2024,18:00,Molde,Kristiansund,3,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,31/08/2024,18:00,Molde,Sandefjord,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,01/09/2024,18:00,Molde,KFUM Oslo,5,3,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,02/09/2024,18:00,Rosenborg,Bodo/Glimt,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,03/09/2024,18:00,Rosenborg,Molde,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,04/09/2024,18:00,Rosenborg,Brann,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,05/09/2024,18:00,Rosenborg,Viking,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,06/09/2024,18:00,Rosenborg,Lillestrom,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,07/09/2024,18:00,Rosenborg,Valerenga,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,08/09/2024,18:00,Rosenborg,Sarpsborg 08,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,09/09/2024,18:00,Rosenborg,Hamkam,3,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,10/09/2024,18:00,Rosenborg,Kristiansund,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,11/09/2024,18:00,Rosenborg,Sandefjord,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,12/09/2024,18:00,Rosenborg,KFUM Oslo,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,13/09/2024,18:00,Brann,Bodo/Glimt,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,14/09/2024,18:00,Brann,Molde,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,15/09/2024,18:00,Brann,Rosenborg,0,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,16/09/2024,18:00,Brann,Viking,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,17/09/2024,18:00,Brann,Lillestrom,3,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,18/09/2024,18:00,Brann,Valerenga,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,19/09/2024,18:00,Brann,Sarpsborg 08,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,20/09/2024,18:00,Brann,Hamkam,0,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,21/09/2024,18:00,Brann,Kristiansund,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,22/09/2024,18:00,Brann,Sandefjord,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,23/09/2024,18:00,Brann,KFUM Oslo,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,24/09/2024,18:00,Viking,Bodo/Glimt,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,25/09/2024,18:00,Viking,Molde,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,26/09/2024,18:00,Viking,Rosenborg,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,27/09/2024,18:00,Viking,Brann,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,28/09/2024,18:00,Viking,Lillestrom,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,29/09/2024,18:00,Viking,Valerenga,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,30/09/2024,18:00,Viking,Sarpsborg 08,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,01/10/2024,18:00,Viking,Hamkam,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,02/10/2024,18:00,Viking,Kristiansund,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,03/10/2024,18:00,Viking,Sandefjord,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,04/10/2024,18:00,Viking,KFUM Oslo,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,05/10/2024,18:00,Lillestrom,Bodo/Glimt,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,06/10/2024,18:00,Lillestrom,Molde,0,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,07/10/2024,18:00,Lillestrom,Rosenborg,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,08/10/2024,18:00,Lillestrom,Brann,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,09/10/2024,18:00,Lillestrom,Viking,2,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,10/10/2024,18:00,Lillestrom,Valerenga,1,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,11/10/2024,18:00,Lillestrom,Sarpsborg 08,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,12/10/2024,18:00,Lillestrom,Hamkam,3,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,13/10/2024,18:00,Lillestrom,Kristiansund,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,14/10/2024,18:00,Lillestrom,Sandefjord,2,4,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,15/10/2024,18:00,Lillestrom,KFUM Oslo,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,16/10/2024,18:00,Valerenga,Bodo/Glimt,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,17/10/2024,18:00,Valerenga,Molde,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,18/10/2024,18:00,Valerenga,Rosenborg,5,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,19/10/2024,18:00,Valerenga,Brann,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,20/10/2024,18:00,Valerenga,Viking,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,21/10/2024,18:00,Valerenga,Lillestrom,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,22/10/2024,18:00,Valerenga,Sarpsborg 08,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,23/10/2024,18:00,Valerenga,Hamkam,3,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,24/10/2024,18:00,Valerenga,Kristiansund,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,25/10/2024,18:00,Valerenga,Sandefjord,1,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,26/10/2024,18:00,Valerenga,KFUM Oslo,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,27/10/2024,18:00,Sarpsborg 08,Bodo/Glimt,0,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,28/10/2024,18:00,Sarpsborg 08,Molde,2,5,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,29/10/2024,18:00,Sarpsborg 08,Rosenborg,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,30/10/2024,18:00,Sarpsborg 08,Brann,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,31/10/2024,18:00,Sarpsborg 08,Viking,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,01/11/2024,18:00,Sarpsborg 08,Lillestrom,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,02/11/2024,18:00,Sarpsborg 08,Valerenga,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,03/11/2024,18:00,Sarpsborg 08,Hamkam,3,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,04/11/2024,18:00,Sarpsborg 08,Kristiansund,3,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,05/11/2024,18:00,Sarpsborg 08,Sandefjord,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,06/11/2024,18:00,Sarpsborg 08,KFUM Oslo,5,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,07/11/2024,18:00,Hamkam,Bodo/Glimt,3,2,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,08/11/2024,18:00,Hamkam,Molde,3,2,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,09/11/2024,18:00,Hamkam,Rosenborg,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,10/11/2024,18:00,Hamkam,Brann,3,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,11/11/2024,18:00,Hamkam,Viking,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,12/11/2024,18:00,Hamkam,Lillestrom,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,13/11/2024,18:00,Hamkam,Valerenga,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,14/11/2024,18:00,Hamkam,Sarpsborg 08,0,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,15/11/2024,18:00,Hamkam,Kristiansund,5,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,16/11/2024,18:00,Hamkam,Sandefjord,1,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,17/11/2024,18:00,Hamkam,KFUM Oslo,3,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,18/11/2024,18:00,Kristiansund,Bodo/Glimt,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,19/11/2024,18:00,Kristiansund,Molde,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,20/11/2024,18:00,Kristiansund,Rosenborg,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,21/11/2024,18:00,Kristiansund,Brann,0,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,22/11/2024,18:00,Kristiansund,Viking,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,23/11/2024,18:00,Kristiansund,Lillestrom,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,24/11/2024,18:00,Kristiansund,Valerenga,0,4,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,25/11/2024,18:00,Kristiansund,Sarpsborg 08,0,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,26/11/2024,18:00,Kristiansund,Hamkam,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,27/11/2024,18:00,Kristiansund,Sandefjord,2,4,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,28/11/2024,18:00,Kristiansund,KFUM Oslo,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,29/11/2024,18:00,Sandefjord,Bodo/Glimt,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,30/11/2024,18:00,Sandefjord,Molde,4,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,01/12/2024,18:00,Sandefjord,Rosenborg,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,02/12/2024,18:00,Sandefjord,Brann,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,03/12/2024,18:00,Sandefjord,Viking,3,2,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,04/12/2024,18:00,Sandefjord,Lillestrom,4,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,05/12/2024,18:00,Sandefjord,Valerenga,3,2,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,06/12/2024,18:00,Sandefjord,Sarpsborg 08,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,07/12/2024,18:00,Sandefjord,Hamkam,11,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,08/12/2024,18:00,Sandefjord,Kristiansund,3,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,09/12/2024,18:00,Sandefjord,KFUM Oslo,5,2,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,10/12/2024,18:00,KFUM Oslo,Bodo/Glimt,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,11/12/2024,18:00,KFUM Oslo,Molde,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,12/12/2024,18:00,KFUM Oslo,Rosenborg,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,13/12/2024,18:00,KFUM Oslo,Brann,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,14/12/2024,18:00,KFUM Oslo,Viking,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,15/12/2024,18:00,KFUM Oslo,Lillestrom,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,16/12/2024,18:00,KFUM Oslo,Valerenga,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,17/12/2024,18:00,KFUM Oslo,Sarpsborg 08,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,18/12/2024,18:00,KFUM Oslo,Hamkam,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,19/12/2024,18:00,KFUM Oslo,Kristiansund,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2024,20/12/2024,18:00,KFUM Oslo,Sandefjord,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,01/04/2025,18:00,Bodo/Glimt,Molde,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,02/04/2025,18:00,Bodo/Glimt,Rosenborg,3,2,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,03/04/2025,18:00,Bodo/Glimt,Brann,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,04/04/2025,18:00,Bodo/Glimt,Viking,3,4,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,05/04/2025,18:00,Bodo/Glimt,Lillestrom,3,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,06/04/2025,18:00,Bodo/Glimt,Valerenga,0,4,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,07/04/2025,18:00,Bodo/Glimt,Sarpsborg 08,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,08/04/2025,18:00,Bodo/Glimt,Hamkam,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,09/04/2025,18:00,Bodo/Glimt,Kristiansund,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,10/04/2025,18:00,Bodo/Glimt,Sandefjord,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,11/04/2025,18:00,Bodo/Glimt,KFUM Oslo,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,12/04/2025,18:00,Molde,Bodo/Glimt,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,13/04/2025,18:00,Molde,Rosenborg,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,14/04/2025,18:00,Molde,Brann,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,15/04/2025,18:00,Molde,Viking,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,16/04/2025,18:00,Molde,Lillestrom,3,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,17/04/2025,18:00,Molde,Valerenga,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,18/04/2025,18:00,Molde,Sarpsborg 08,3,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,19/04/2025,18:00,Molde,Hamkam,3,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,20/04/2025,18:00,Molde,Kristiansund,4,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,21/04/2025,18:00,Molde,Sandefjord,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,22/04/2025,18:00,Molde,KFUM Oslo,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
