Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,B365>2.5,B365<2.5
T1,15/08/2023,Galatasaray,Fenerbahce,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,16/08/2023,Galatasaray,Besiktas,2,0,H,2.1,3.4,3.3,1.9,1.9
T1,17/08/2023,Galatasaray,Trabzonspor,2,0,H,2.1,3.4,3.3,1.9,1.9
T1,18/08/2023,Galatasaray,Basaksehir,3,1,H,2.1,3.4,3.3,1.9,1.9
T1,19/08/2023,Galatasaray,Sivasspor,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,20/08/2023,Galatasaray,Konyaspor,5,4,H,2.1,3.4,3.3,1.9,1.9
T1,21/08/2023,Galatasaray,Antalyaspor,2,1,H,2.1,3.4,3.3,1.9,1.9
T1,22/08/2023,Galatasaray,Kayserispor,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,23/08/2023,Galatasaray,Alanyaspor,4,1,H,2.1,3.4,3.3,1.9,1.9
T1,24/08/2023,Galatasaray,Rizespor,2,4,A,2.1,3.4,3.3,1.9,1.9
T1,25/08/2023,Galatasaray,Gaziantep,1,0,H,2.1,3.4,3.3,1.9,1.9
T1,26/08/2023,Besiktas,Fenerbahce,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,27/08/2023,Besiktas,Galatasaray,2,1,H,2.1,3.4,3.3,1.9,1.9
T1,28/08/2023,Besiktas,Trabzonspor,3,0,H,2.1,3.4,3.3,1.9,1.9
T1,29/08/2023,Besiktas,Basaksehir,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,30/08/2023,Besiktas,Sivasspor,1,3,A,2.1,3.4,3.3,1.9,1.9
T1,31/08/2023,Besiktas,Konyaspor,1,0,H,2.1,3.4,3.3,1.9,1.9
T1,01/09/2023,Besiktas,Antalyaspor,0,2,A,2.1,3.4,3.3,1.9,1.9
T1,02/09/2023,Besiktas,Kayserispor,0,1,A,2.1,3.4,3.3,1.9,1.9
T1,03/09/2023,Besiktas,Alanyaspor,0,1,A,2.1,3.4,3.3,1.9,1.9
T1,04/09/2023,Besiktas,Rizespor,3,3,D,2.1,3.4,3.3,1.9,1.9
T1,05/09/2023,Besiktas,Gaziantep,1,0,H,2.1,3.4,3.3,1.9,1.9
T1,06/09/2023,Trabzonspor,Fenerbahce,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,07/09/2023,Trabzonspor,Galatasaray,4,0,H,2.1,3.4,3.3,1.9,1.9
T1,08/09/2023,Trabzonspor,Besiktas,1,0,H,2.1,3.4,3.3,1.9,1.9
T1,09/09/2023,Trabzonspor,Basaksehir,1,0,H,2.1,3.4,3.3,1.9,1.9
T1,10/09/2023,Trabzonspor,Sivasspor,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,11/09/2023,Trabzonspor,Konyaspor,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,12/09/2023,Trabzonspor,Antalyaspor,1,3,A,2.1,3.4,3.3,1.9,1.9
T1,13/09/2023,Trabzonspor,Kayserispor,3,0,H,2.1,3.4,3.3,1.9,1.9
T1,14/09/2023,Trabzonspor,Alanyaspor,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,15/09/2023,Trabzonspor,Rizespor,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,16/09/2023,Trabzonspor,Gaziantep,0,3,A,2.1,3.4,3.3,1.9,1.9
T1,17/09/2023,Basaksehir,Fenerbahce,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,18/09/2023,Basaksehir,Galatasaray,2,1,H,2.1,3.4,3.3,1.9,1.9
T1,19/09/2023,Basaksehir,Besiktas,3,0,H,2.1,3.4,3.3,1.9,1.9
T1,20/09/2023,Basaksehir,Trabzonspor,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,21/09/2023,Basaksehir,Sivasspor,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,22/09/2023,Basaksehir,Konyaspor,1,2,A,2.1,3.4,3.3,1.9,1.9
T1,23/09/2023,Basaksehir,Antalyaspor,0,3,A,2.1,3.4,3.3,1.9,1.9
T1,24/09/2023,Basaksehir,Kayserispor,1,2,A,2.1,3.4,3.3,1.9,1.9
T1,25/09/2023,Basaksehir,Alanyaspor,0,1,A,2.1,3.4,3.3,1.9,1.9
T1,26/09/2023,Basaksehir,Rizespor,4,2,H,2.1,3.4,3.3,1.9,1.9
T1,27/09/2023,Basaksehir,Gaziantep,1,2,A,2.1,3.4,3.3,1.9,1.9
T1,28/09/2023,Sivasspor,Fenerbahce,0,1,A,2.1,3.4,3.3,1.9,1.9
T1,29/09/2023,Sivasspor,Galatasaray,5,1,H,2.1,3.4,3.3,1.9,1.9
T1,30/09/2023,Sivasspor,Besiktas,1,0,H,2.1,3.4,3.3,1.9,1.9
T1,01/10/2023,Sivasspor,Trabzonspor,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,02/10/2023,Sivasspor,Basaksehir,1,0,H,2.1,3.4,3.3,1.9,1.9
T1,03/10/2023,Sivasspor,Konyaspor,4,3,H,2.1,3.4,3.3,1.9,1.9
T1,04/10/2023,Sivasspor,Antalyaspor,0,1,A,2.1,3.4,3.3,1.9,1.9
T1,05/10/2023,Sivasspor,Kayserispor,0,1,A,2.1,3.4,3.3,1.9,1.9
T1,06/10/2023,Sivasspor,Alanyaspor,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,07/10/2023,Sivasspor,Rizespor,1,2,A,2.1,3.4,3.3,1.9,1.9
T1,08/10/2023,Sivasspor,Gaziantep,1,2,A,2.1,3.4,3.3,1.9,1.9
T1,09/10/2023,Konyaspor,Fenerbahce,4,2,H,2.1,3.4,3.3,1.9,1.9
T1,10/10/2023,Konyaspor,Galatasaray,0,1,A,2.1,3.4,3.3,1.9,1.9
T1,11/10/2023,Konyaspor,Besiktas,3,2,H,2.1,3.4,3.3,1.9,1.9
T1,12/10/2023,Konyaspor,Trabzonspor,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,13/10/2023,Konyaspor,Basaksehir,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,14/10/2023,Konyaspor,Sivasspor,3,3,D,2.1,3.4,3.3,1.9,1.9
T1,15/10/2023,Konyaspor,Antalyaspor,3,3,D,2.1,3.4,3.3,1.9,1.9
T1,16/10/2023,Konyaspor,Kayserispor,3,1,H,2.1,3.4,3.3,1.9,1.9
T1,17/10/2023,Konyaspor,Alanyaspor,0,2,A,2.1,3.4,3.3,1.9,1.9
T1,18/10/2023,Konyaspor,Rizespor,1,3,A,2.1,3.4,3.3,1.9,1.9
T1,19/10/2023,Konyaspor,Gaziantep,1,4,A,2.1,3.4,3.3,1.9,1.9
T1,20/10/2023,Antalyaspor,Fenerbahce,1,2,A,2.1,3.4,3.3,1.9,1.9
T1,21/10/2023,Antalyaspor,Galatasaray,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,22/10/2023,Antalyaspor,Besiktas,2,2,D,2.1,3.4,3.3,1.9,1.9
T1,23/10/2023,Antalyaspor,Trabzonspor,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,24/10/2023,Antalyaspor,Basaksehir,4,0,H,2.1,3.4,3.3,1.9,1.9
T1,25/10/2023,Antalyaspor,Sivasspor,4,1,H,2.1,3.4,3.3,1.9,1.9
T1,26/10/2023,Antalyaspor,Konyaspor,3,1,H,2.1,3.4,3.3,1.9,1.9
T1,27/10/2023,Antalyaspor,Kayserispor,2,1,H,2.1,3.4,3.3,1.9,1.9
T1,28/10/2023,Antalyaspor,Alanyaspor,1,3,A,2.1,3.4,3.3,1.9,1.9
T1,29/10/2023,Antalyaspor,Rizespor,3,1,H,2.1,3.4,3.3,1.9,1.9
T1,30/10/2023,Antalyaspor,Gaziantep,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,31/10/2023,Kayserispor,Fenerbahce,2,0,H,2.1,3.4,3.3,1.9,1.9
T1,01/11/2023,Kayserispor,Galatasaray,1,5,A,2.1,3.4,3.3,1.9,1.9
T1,02/11/2023,Kayserispor,Besiktas,0,1,A,2.1,3.4,3.3,1.9,1.9
T1,03/11/2023,Kayserispor,Trabzonspor,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,04/11/2023,Kayserispor,Basaksehir,0,1,A,2.1,3.4,3.3,1.9,1.9
T1,05/11/2023,Kayserispor,Sivasspor,2,2,D,2.1,3.4,3.3,1.9,1.9
T1,06/11/2023,Kayserispor,Konyaspor,6,0,H,2.1,3.4,3.3,1.9,1.9
T1,07/11/2023,Kayserispor,Antalyaspor,2,3,A,2.1,3.4,3.3,1.9,1.9
T1,08/11/2023,Kayserispor,Alanyaspor,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,09/11/2023,Kayserispor,Rizespor,2,2,D,2.1,3.4,3.3,1.9,1.9
T1,10/11/2023,Kayserispor,Gaziantep,0,1,A,2.1,3.4,3.3,1.9,1.9
T1,11/11/2023,Alanyaspor,Fenerbahce,2,1,H,2.1,3.4,3.3,1.9,1.9
T1,12/11/2023,Alanyaspor,Galatasaray,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,13/11/2023,Alanyaspor,Besiktas,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,14/11/2023,Alanyaspor,Trabzonspor,2,1,H,2.1,3.4,3.3,1.9,1.9
T1,15/11/2023,Alanyaspor,Basaksehir,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,16/11/2023,Alanyaspor,Sivasspor,2,1,H,2.1,3.4,3.3,1.9,1.9
T1,17/11/2023,Alanyaspor,Konyaspor,6,1,H,2.1,3.4,3.3,1.9,1.9
T1,18/11/2023,Alanyaspor,Antalyaspor,0,3,A,2.1,3.4,3.3,1.9,1.9
T1,19/11/2023,Alanyaspor,Kayserispor,2,3,A,2.1,3.4,3.3,1.9,1.9
T1,20/11/2023,Alanyaspor,Rizespor,2,3,A,2.1,3.4,3.3,1.9,1.9
T1,21/11/2023,Alanyaspor,Gaziantep,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,22/11/2023,Rizespor,Fenerbahce,2,0,H,2.1,3.4,3.3,1.9,1.9
T1,23/11/2023,Rizespor,Galatasaray,2,2,D,2.1,3.4,3.3,1.9,1.9
T1,24/11/2023,Rizespor,Besiktas,4,0,H,2.1,3.4,3.3,1.9,1.9
T1,25/11/2023,Rizespor,Trabzonspor,3,2,H,2.1,3.4,3.3,1.9,1.9
T1,26/11/2023,Rizespor,Basaksehir,2,0,H,2.1,3.4,3.3,1.9,1.9
T1,27/11/2023,Rizespor,Sivasspor,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,28/11/2023,Rizespor,Konyaspor,2,2,D,2.1,3.4,3.3,1.9,1.9
T1,29/11/2023,Rizespor,Antalyaspor,3,2,H,2.1,3.4,3.3,1.9,1.9
T1,30/11/2023,Rizespor,Kayserispor,5,1,H,2.1,3.4,3.3,1.9,1.9
T1,01/12/2023,Rizespor,Alanyaspor,4,1,H,2.1,3.4,3.3,1.9,1.9
T1,02/12/2023,Rizespor,Gaziantep,5,3,H,2.1,3.4,3.3,1.9,1.9
T1,03/12/2023,Gaziantep,Fenerbahce,2,0,H,2.1,3.4,3.3,1.9,1.9
T1,04/12/2023,Gaziantep,Galatasaray,2,1,H,2.1,3.4,3.3,1.9,1.9
T1,05/12/2023,Gaziantep,Besiktas,1,3,A,2.1,3.4,3.3,1.9,1.9
T1,06/12/2023,Gaziantep,Trabzonspor,2,2,D,2.1,3.4,3.3,1.9,1.9
T1,07/12/2023,Gaziantep,Basaksehir,2,1,H,2.1,3.4,3.3,1.9,1.9
T1,08/12/2023,Gaziantep,Sivasspor,2,2,D,2.1,3.4,3.3,1.9,1.9
T1,09/12/2023,Gaziantep,Konyaspor,5,1,H,2.1,3.4,3.3,1.9,1.9
T1,10/12/2023,Gaziantep,Antalyaspor,2,1,H,2.1,3.4,3.3,1.9,1.9
T1,11/12/2023,Gaziantep,Kayserispor,7,1,H,2.1,3.4,3.3,1.9,1.9
T1,12/12/2023,Gaziantep,Alanyaspor,3,1,H,2.1,3.4,3.3,1.9,1.9
T1,13/12/2023,Gaziantep,Rizespor,1,0,H,2.1,3.4,3.3,1.9,1.9
T1,14/12/2023,Fenerbahce,Galatasaray,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,15/12/2023,Fenerbahce,Besiktas,1,2,A,2.1,3.4,3.3,1.9,1.9
T1,16/12/2023,Fenerbahce,Trabzonspor,0,1,A,2.1,3.4,3.3,1.9,1.9
T1,17/12/2023,Fenerbahce,Basaksehir,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,18/12/2023,Fenerbahce,Sivasspor,3,1,H,2.1,3.4,3.3,1.9,1.9
T1,19/12/2023,Fenerbahce,Konyaspor,2,0,H,2.1,3.4,3.3,1.9,1.9
T1,20/12/2023,Fenerbahce,Antalyaspor,3,3,D,2.1,3.4,3.3,1.9,1.9
T1,21/12/2023,Fenerbahce,Kayserispor,4,1,H,2.1,3.4,3.3,1.9,1.9
T1,22/12/2023,Fenerbahce,Alanyaspor,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,23/12/2023,Fenerbahce,Rizespor,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,24/12/2023,Fenerbahce,Gaziantep,0,1,A,2.1,3.4,3.3,1.9,1.9
T1,25/12/2023,Galatasaray,Fenerbahce,1,0,H,2.1,3.4,3.3,1.9,1.9
T1,26/12/2023,Galatasaray,Besiktas,2,3,A,2.1,3.4,3.3,1.9,1.9
T1,27/12/2023,Galatasaray,Trabzonspor,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,28/12/2023,Galatasaray,Basaksehir,2,2,D,2.1,3.4,3.3,1.9,1.9
T1,29/12/2023,Galatasaray,Sivasspor,0,2,A,2.1,3.4,3.3,1.9,1.9
T1,30/12/2023,Galatasaray,Konyaspor,3,1,H,2.1,3.4,3.3,1.9,1.9
T1,31/12/2023,Galatasaray,Antalyaspor,2,3,A,2.1,3.4,3.3,1.9,1.9
T1,01/01/2024,Galatasaray,Kayserispor,2,1,H,2.1,3.4,3.3,1.9,1.9
T1,02/01/2024,Galatasaray,Alanyaspor,0,2,A,2.1,3.4,3.3,1.9,1.9
T1,03/01/2024,Galatasaray,Rizespor,1,3,A,2.1,3.4,3.3,1.9,1.9
T1,04/01/2024,Galatasaray,Gaziantep,3,2,H,2.1,3.4,3.3,1.9,1.9
T1,05/01/2024,Besiktas,Fenerbahce,2,1,H,2.1,3.4,3.3,1.9,1.9
T1,06/01/2024,Besiktas,Galatasaray,2,2,D,2.1,3.4,3.3,1.9,1.9
T1,07/01/2024,Besiktas,Trabzonspor,1,0,H,2.1,3.4,3.3,1.9,1.9
T1,08/01/2024,Besiktas,Basaksehir,3,0,H,2.1,3.4,3.3,1.9,1.9
T1,09/01/2024,Besiktas,Sivasspor,0,3,A,2.1,3.4,3.3,1.9,1.9
T1,10/01/2024,Besiktas,Konyaspor,3,1,H,2.1,3.4,3.3,1.9,1.9
T1,11/01/2024,Besiktas,Antalyaspor,1,0,H,2.1,3.4,3.3,1.9,1.9
T1,12/01/2024,Besiktas,Kayserispor,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,13/01/2024,Besiktas,Alanyaspor,3,0,H,2.1,3.4,3.3,1.9,1.9
T1,14/01/2024,Besiktas,Rizespor,3,1,H,2.1,3.4,3.3,1.9,1.9
T1,15/01/2024,Besiktas,Gaziantep,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,16/01/2024,Trabzonspor,Fenerbahce,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,17/01/2024,Trabzonspor,Galatasaray,2,3,A,2.1,3.4,3.3,1.9,1.9
T1,18/01/2024,Trabzonspor,Besiktas,1,4,A,2.1,3.4,3.3,1.9,1.9
T1,19/01/2024,Trabzonspor,Basaksehir,1,2,A,2.1,3.4,3.3,1.9,1.9
T1,20/01/2024,Trabzonspor,Sivasspor,0,1,A,2.1,3.4,3.3,1.9,1.9
T1,21/01/2024,Trabzonspor,Konyaspor,0,1,A,2.1,3.4,3.3,1.9,1.9
T1,22/01/2024,Trabzonspor,Antalyaspor,3,0,H,2.1,3.4,3.3,1.9,1.9
T1,23/01/2024,Trabzonspor,Kayserispor,0,1,A,2.1,3.4,3.3,1.9,1.9
T1,24/01/2024,Trabzonspor,Alanyaspor,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,25/01/2024,Trabzonspor,Rizespor,2,3,A,2.1,3.4,3.3,1.9,1.9
T1,26/01/2024,Trabzonspor,Gaziantep,1,0,H,2.1,3.4,3.3,1.9,1.9
T1,27/01/2024,Basaksehir,Fenerbahce,2,1,H,2.1,3.4,3.3,1.9,1.9
T1,28/01/2024,Basaksehir,Galatasaray,0,1,A,2.1,3.4,3.3,1.9,1.9
T1,29/01/2024,Basaksehir,Besiktas,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,30/01/2024,Basaksehir,Trabzonspor,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,31/01/2024,Basaksehir,Sivasspor,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,01/02/2024,Basaksehir,Konyaspor,0,4,A,2.1,3.4,3.3,1.9,1.9
T1,02/02/2024,Basaksehir,Antalyaspor,2,4,A,2.1,3.4,3.3,1.9,1.9
T1,03/02/2024,Basaksehir,Kayserispor,3,2,H,2.1,3.4,3.3,1.9,1.9
T1,04/02/2024,Basaksehir,Alanyaspor,1,0,H,2.1,3.4,3.3,1.9,1.9
T1,05/02/2024,Basaksehir,Rizespor,0,2,A,2.1,3.4,3.3,1.9,1.9
T1,06/02/2024,Basaksehir,Gaziantep,2,1,H,2.1,3.4,3.3,1.9,1.9
T1,07/02/2024,Sivasspor,Fenerbahce,2,3,A,2.1,3.4,3.3,1.9,1.9
T1,08/02/2024,Sivasspor,Galatasaray,1,3,A,2.1,3.4,3.3,1.9,1.9
T1,09/02/2024,Sivasspor,Besiktas,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,10/02/2024,Sivasspor,Trabzonspor,0,1,A,2.1,3.4,3.3,1.9,1.9
T1,11/02/2024,Sivasspor,Basaksehir,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,12/02/2024,Sivasspor,Konyaspor,3,1,H,2.1,3.4,3.3,1.9,1.9
T1,13/02/2024,Sivasspor,Antalyaspor,4,0,H,2.1,3.4,3.3,1.9,1.9
T1,14/02/2024,Sivasspor,Kayserispor,2,0,H,2.1,3.4,3.3,1.9,1.9
T1,15/02/2024,Sivasspor,Alanyaspor,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,16/02/2024,Sivasspor,Rizespor,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,17/02/2024,Sivasspor,Gaziantep,2,2,D,2.1,3.4,3.3,1.9,1.9
T1,18/02/2024,Konyaspor,Fenerbahce,3,1,H,2.1,3.4,3.3,1.9,1.9
T1,19/02/2024,Konyaspor,Galatasaray,2,1,H,2.1,3.4,3.3,1.9,1.9
T1,20/02/2024,Konyaspor,Besiktas,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,21/02/2024,Konyaspor,Trabzonspor,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,22/02/2024,Konyaspor,Basaksehir,2,3,A,2.1,3.4,3.3,1.9,1.9
T1,23/02/2024,Konyaspor,Sivasspor,0,1,A,2.1,3.4,3.3,1.9,1.9
T1,24/02/2024,Konyaspor,Antalyaspor,0,3,A,2.1,3.4,3.3,1.9,1.9
T1,25/02/2024,Konyaspor,Kayserispor,2,5,A,2.1,3.4,3.3,1.9,1.9
T1,26/02/2024,Konyaspor,Alanyaspor,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,27/02/2024,Konyaspor,Rizespor,0,4,A,2.1,3.4,3.3,1.9,1.9
T1,28/02/2024,Konyaspor,Gaziantep,4,0,H,2.1,3.4,3.3,1.9,1.9
T1,29/02/2024,Antalyaspor,Fenerbahce,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,01/03/2024,Antalyaspor,Galatasaray,1,0,H,2.1,3.4,3.3,1.9,1.9
T1,02/03/2024,Antalyaspor,Besiktas,2,3,A,2.1,3.4,3.3,1.9,1.9
T1,03/03/2024,Antalyaspor,Trabzonspor,3,1,H,2.1,3.4,3.3,1.9,1.9
T1,04/03/2024,Antalyaspor,Basaksehir,2,0,H,2.1,3.4,3.3,1.9,1.9
T1,05/03/2024,Antalyaspor,Sivasspor,5,1,H,2.1,3.4,3.3,1.9,1.9
T1,06/03/2024,Antalyaspor,Konyaspor,8,1,H,2.1,3.4,3.3,1.9,1.9
T1,07/03/2024,Antalyaspor,Kayserispor,0,3,A,2.1,3.4,3.3,1.9,1.9
T1,08/03/2024,Antalyaspor,Alanyaspor,3,0,H,2.1,3.4,3.3,1.9,1.9
T1,09/03/2024,Antalyaspor,Rizespor,6,3,H,2.1,3.4,3.3,1.9,1.9
T1,10/03/2024,Antalyaspor,Gaziantep,3,2,H,2.1,3.4,3.3,1.9,1.9
T1,11/03/2024,Kayserispor,Fenerbahce,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,12/03/2024,Kayserispor,Galatasaray,1,0,H,2.1,3.4,3.3,1.9,1.9
T1,13/03/2024,Kayserispor,Besiktas,1,2,A,2.1,3.4,3.3,1.9,1.9
T1,14/03/2024,Kayserispor,Trabzonspor,1,3,A,2.1,3.4,3.3,1.9,1.9
T1,15/03/2024,Kayserispor,Basaksehir,3,3,D,2.1,3.4,3.3,1.9,1.9
T1,16/03/2024,Kayserispor,Sivasspor,0,3,A,2.1,3.4,3.3,1.9,1.9
T1,17/03/2024,Kayserispor,Konyaspor,4,1,H,2.1,3.4,3.3,1.9,1.9
T1,18/03/2024,Kayserispor,Antalyaspor,2,2,D,2.1,3.4,3.3,1.9,1.9
T1,19/03/2024,Kayserispor,Alanyaspor,2,0,H,2.1,3.4,3.3,1.9,1.9
T1,20/03/2024,Kayserispor,Rizespor,2,1,H,2.1,3.4,3.3,1.9,1.9
T1,21/03/2024,Kayserispor,Gaziantep,1,2,A,2.1,3.4,3.3,1.9,1.9
T1,22/03/2024,Alanyaspor,Fenerbahce,0,5,A,2.1,3.4,3.3,1.9,1.9
T1,23/03/2024,Alanyaspor,Galatasaray,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,24/03/2024,Alanyaspor,Besiktas,1,0,H,2.1,3.4,3.3,1.9,1.9
T1,25/03/2024,Alanyaspor,Trabzonspor,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,26/03/2024,Alanyaspor,Basaksehir,4,0,H,2.1,3.4,3.3,1.9,1.9
T1,27/03/2024,Alanyaspor,Sivasspor,3,0,H,2.1,3.4,3.3,1.9,1.9
T1,28/03/2024,Alanyaspor,Konyaspor,6,1,H,2.1,3.4,3.3,1.9,1.9
T1,29/03/2024,Alanyaspor,Antalyaspor,1,2,A,2.1,3.4,3.3,1.9,1.9
T1,30/03/2024,Alanyaspor,Kayserispor,4,0,H,2.1,3.4,3.3,1.9,1.9
T1,31/03/2024,Alanyaspor,Rizespor,4,3,H,2.1,3.4,3.3,1.9,1.9
T1,01/04/2024,Alanyaspor,Gaziantep,1,2,A,2.1,3.4,3.3,1.9,1.9
T1,02/04/2024,Rizespor,Fenerbahce,1,0,H,2.1,3.4,3.3,1.9,1.9
T1,03/04/2024,Rizespor,Galatasaray,2,1,H,2.1,3.4,3.3,1.9,1.9
T1,04/04/2024,Rizespor,Besiktas,5,0,H,2.1,3.4,3.3,1.9,1.9
T1,05/04/2024,Rizespor,Trabzonspor,1,1,D,2.1,3.4,3.3,1.9,1.9
T1,06/04/2024,Rizespor,Basaksehir,2,0,H,2.1,3.4,3.3,1.9,1.9
T1,07/04/2024,Rizespor,Sivasspor,3,0,H,2.1,3.4,3.3,1.9,1.9
T1,08/04/2024,Rizespor,Konyaspor,5,1,H,2.1,3.4,3.3,1.9,1.9
T1,09/04/2024,Rizespor,Antalyaspor,5,6,A,2.1,3.4,3.3,1.9,1.9
T1,10/04/2024,Rizespor,Kayserispor,3,1,H,2.1,3.4,3.3,1.9,1.9
T1,11/04/2024,Rizespor,Alanyaspor,0,0,D,2.1,3.4,3.3,1.9,1.9
T1,12/04/2024,Rizespor,Gaziantep,1,4,A,2.1,3.4,3.3,1.9,1.9
T1,13/04/2024,Gaziantep,Fenerbahce,1,0,H,2.1,3.4,3.3,1.9,1.9
T1,14/04/2024,Gaziantep,Galatasaray,3,0,H,2.1,3.4,3.3,1.9,1.9
T1,15/04/2024,Gaziantep,Besiktas,2,1,H,2.1,3.4,3.3,1.9,1.9
T1,16/04/2024,Gaziantep,Trabzonspor,2,0,H,2.1,3.4,3.3,1.9,1.9
T1,17/04/2024,Gaziantep,Basaksehir,3,0,H,2.1,3.4,3.3,1.9,1.9
T1,18/04/2024,Gaziantep,Sivasspor,0,1,A,2.1,3.4,3.3,1.9,1.9
T1,19/04/2024,Gaziantep,Konyaspor,3,0,H,2.1,3.4,3.3,1.9,1.9
T1,20/04/2024,Gaziantep,Antalyaspor,4,0,H,2.1,3.4,3.3,1.9,1.9
T1,21/04/2024,Gaziantep,Kayserispor,1,0,H,2.1,3.4,3.3,1.9,1.9
T1,22/04/2024,Gaziantep,Alanyaspor,2,0,H,2.1,3.4,3.3,1.9,1.9
T1,23/04/2024,Gaziantep,Rizespor,2,2,D,2.1,3.4,3.3,1.9,1.9
